batch_id,inspection_date,line_id,product_code,units_inspected,units_passed,defect_count,defect_type,inspector_id,qc_result
BATCH-40463,2022-06-17,LINE-E,PROD-0073,343,342,1,None,INS-017,PASS
BATCH-14297,2022-06-13,LINE-B,PROD-0192,189,189,0,None,INS-026,PASS
BATCH-53244,2022-04-30,LINE-E,PROD-0096,383,383,0,,INS-014,PASS
BATCH-93023,2024-10-15,LINE-D,PROD-0026,156,142,14,Dimensional Error,INS-004,FAIL
BATCH-37881,2024-01-03,LINE-B,PROD-0025,197,196,1,,INS-007,PASS
BATCH-20713,2024-10-13,LINE-D,PROD-0185,228,215,13,Dimensional Error,INS-015,FAIL
BATCH-18583,2023-12-01,LINE-D,PROD-0159,155,154,1,,INS-003,PASS
BATCH-20765,2024-05-14,LINE-E,PROD-0057,465,465,0,None,INS-012,pass
BATCH-22196,2023-01-02,LINE-A,PROD-0070,466,396,70,Dimensional Error,INS-005,FAIL
BATCH-86161,2024-07-22,LINE-B,PROD-0181,330,330,0,,INS-006,PASS
BATCH-46502,2022-09-29,LINE-C,PROD-0105,483,481,2,,INS-017,PENDING
BATCH-70669,2024-01-12,LINE-D,PROD-0149,129,129,0,,INS-009,PENDING
BATCH-85178,2022-01-10,LINE-C,PROD-0052,116,116,0,,INS-028,PASS
BATCH-51941,2022-02-02,LINE-D,PROD-0078,418,417,1,,INS-025,PASS
BATCH-66799,2024-06-21,LINE-D,PROD-0077,197,185,12,Wrong Label,INS-029,FAIL
BATCH-67344,2024-02-03,LINE-E,PROD-0163,168,159,9,Colour Deviation,INS-013,FAIL
BATCH-77926,2022-05-16,LINE-A,PROD-0058,180,173,7,Surface Scratch,INS-005,fail
BATCH-39797,2023-03-12,LINE-A,PROD-0143,409,395,14,Wrong Label,INS-010,FAIL
BATCH-91850,2024-02-20,LINE-E,PROD-0148,278,276,2,Surface Scratch,INS-004,FAIL
BATCH-28149,2022-06-16,LINE-E,PROD-0083,490,488,2,None,INS-024,PASS
BATCH-41012,2022-10-16,LINE-A,PROD-0030,142,142,0,None,INS-020,PASS
BATCH-80734,2023-11-06,LINE-D,PROD-0130,119,119,0,None,INS-016,PASS
BATCH-22842,2023-04-09,LINE-D,PROD-0084,494,493,1,,INS-008,PASS
BATCH-46050,2022-12-12,LINE-D,PROD-0045,446,374,72,Crack,INS-001,FAIL
BATCH-80556,2023-04-09,LINE-E,PROD-0078,122,122,0,,INS-024,PASS
BATCH-92649,2022-05-15,LINE-A,PROD-0071,348,347,1,None,INS-009,PASS
BATCH-38417,2023-08-26,LINE-C,PROD-0057,474,474,0,None,INS-018,PASS
BATCH-57584,2024-12-19,LINE-C,PROD-0005,464,464,0,,INS-011,PASS
BATCH-33645,2022-02-17,LINE-B,PROD-0078,467,467,0,None,INS-005,PASS
BATCH-82933,2023-06-25,LINE-E,PROD-0064,368,368,0,None,INS-007,PASS
BATCH-54713,2023-05-12,LINE-C,PROD-0073,111,110,1,,INS-009,PASS
BATCH-89021,2022-09-30,LINE-D,PROD-0007,195,195,0,None,INS-013,PASS
BATCH-27900,2024-07-09,LINE-D,PROD-0127,392,382,10,Dimensional Error,INS-009,FAIL
BATCH-68450,2022-11-08,LINE-E,PROD-0081,110,98,12,Crack,INS-025,PENDING
BATCH-24728,2024-01-30,LINE-D,PROD-0159,364,362,2,None,INS-006,PASS
BATCH-62186,2022-05-24,LINE-A,PROD-0149,54,54,0,,INS-016,pass
BATCH-34795,2023-03-09,LINE-C,PROD-0050,99,97,2,,INS-018,PASS
BATCH-39284,2022-11-02,LINE-D,PROD-0158,178,178,0,,INS-017,PENDING
BATCH-63059,2023-04-18,LINE-E,PROD-0175,84,82,2,None,INS-024,PASS
BATCH-48778,2024-03-11,LINE-D,PROD-0016,390,390,0,,INS-003,PASS
BATCH-87846,2023-03-30,LINE-C,PROD-0176,459,459,0,,INS-019,PASS
BATCH-94887,2022-11-12,LINE-C,PROD-0124,55,53,2,None,INS-016,PASS
BATCH-38010,2024-06-19,LINE-C,PROD-0190,154,154,0,None,INS-023,PASS
BATCH-58785,2022-04-11,LINE-D,PROD-0004,99,98,1,None,INS-004,PASS
BATCH-37382,2022-02-02,LINE-D,PROD-0066,118,118,0,,INS-029,PASS
BATCH-35638,2024-02-23,LINE-E,PROD-0007,438,438,0,None,INS-002,PASS
BATCH-99325,2023-04-13,LINE-B,PROD-0180,438,437,1784,None,INS-013,PASS
BATCH-78127,2022-02-20,LINE-C,PROD-0088,384,384,0,None,INS-012,PASS
BATCH-12521,2022-03-06,LINE-A,PROD-0031,114,96,18,Missing Part,INS-004,pass
BATCH-54392,2022-02-04,LINE-B,PROD-0077,258,257,1,None,INS-009,PENDING
BATCH-99237,2022-03-15,LINE-E,PROD-0047,418,417,1,None,INS-021,PASS
BATCH-56909,2024-09-03,LINE-B,PROD-0074,173,172,1,,INS-018,PASS
BATCH-22097,2022-05-03,LINE-E,PROD-0126,407,407,0,None,INS-008,PASS
BATCH-26563,2023-03-15,LINE-E,PROD-0027,195,195,0,,INS-029,PASS
BATCH-63015,2022-09-14,LINE-B,PROD-0049,369,369,0,None,INS-008,PASS
BATCH-89491,2024-01-06,LINE-B,PROD-0128,195,195,0,,INS-017,PASS
BATCH-51378,2022-03-11,LINE-D,PROD-0016,256,256,0,,INS-011,PASS
BATCH-22770,2022-12-09,LINE-E,PROD-0190,232,231,1,,INS-015,PASS
BATCH-84920,2024-12-30,LINE-E,PROD-0004,352,345,7,Missing Part,INS-019,FAIL
BATCH-94631,2024-10-23,LINE-B,PROD-0172,128,128,0,,INS-019,PASS
BATCH-41015,2023-01-05,LINE-D,PROD-0141,194,192,2,,INS-018,PASS
BATCH-27498,2024-03-24,LINE-D,PROD-0162,486,486,0,None,INS-020,PASS
BATCH-53600,2023-10-17,LINE-C,PROD-0002,260,259,1,None,INS-022,PASS
BATCH-67887,2024-07-03,LINE-E,PROD-0064,105,105,0,,INS-019,PASS
BATCH-83396,2023-10-09,LINE-A,PROD-0002,53,53,0,None,INS-029,PASS
BATCH-93612,2024-08-16,LINE-B,PROD-0095,78,78,0,None,INS-014,PASS
BATCH-55148,2023-01-21,LINE-D,PROD-0055,277,277,0,None,INS-020,PASS
BATCH-33245,2022-04-22,LINE-D,PROD-0200,365,365,0,,INS-028,PASS
BATCH-70044,2023-06-16,LINE-D,PROD-0130,458,457,1,,INS-002,PASS
BATCH-77453,2022-05-28,LINE-A,PROD-0150,192,191,1,None,INS-009,PASS
BATCH-78646,2022-01-03,LINE-D,PROD-0062,439,437,2,,INS-017,PASS
BATCH-95277,2023-02-20,LINE-A,PROD-0087,407,405,2,,INS-018,fail
BATCH-66252,2023-07-10,LINE-E,PROD-0113,426,426,0,None,INS-024,fail
BATCH-18006,2023-08-21,LINE-B,PROD-0067,455,455,0,,INS-001,PASS
BATCH-12568,2022-10-06,LINE-B,PROD-0104,61,60,1,None,INS-001,PASS
BATCH-58447,2024-01-01,LINE-C,PROD-0006,337,337,0,None,INS-015,PASS
BATCH-19053,2024-11-04,LINE-D,PROD-0009,131,126,5,Colour Deviation,INS-014,FAIL
BATCH-85959,2024-06-08,LINE-D,PROD-0003,344,343,1,,INS-002,PASS
BATCH-65850,2023-11-21,LINE-B,PROD-0181,408,407,1,,INS-021,PASS
BATCH-66525,2023-05-26,LINE-B,PROD-0039,304,304,0,None,INS-028,PASS
BATCH-68258,2023-06-13,LINE-E,PROD-0191,253,251,2,None,INS-002,PASS
BATCH-94661,2022-08-24,LINE-B,PROD-0040,312,312,0,None,INS-003,PASS
BATCH-19407,2024-06-28,LINE-E,PROD-0094,318,318,0,,INS-012,PASS
BATCH-57866,2024-12-04,LINE-C,PROD-0125,96,96,0,,INS-015,PASS
BATCH-89980,2024-01-11,LINE-D,PROD-0163,449,449,0,None,INS-006,PASS
BATCH-39528,2022-01-14,LINE-C,PROD-0191,135,135,0,None,INS-024,PASS
BATCH-96671,2022-12-21,LINE-D,PROD-0153,179,179,0,None,INS-003,PASS
BATCH-28581,2022-01-21,LINE-A,PROD-0068,94,77,17,Surface Scratch,INS-027,FAIL
BATCH-78320,2023-03-03,LINE-E,PROD-0029,344,344,0,None,INS-016,fail
BATCH-54314,2024-11-18,LINE-C,PROD-0054,326,319,7,Wrong Label,INS-029,FAIL
BATCH-75406,2023-08-18,LINE-D,PROD-0159,181,181,0,None,INS-006,PASS
BATCH-72001,2023-09-30,LINE-C,PROD-0074,286,286,0,None,INS-009,PASS
BATCH-51715,2023-07-21,LINE-E,PROD-0015,335,333,2,,INS-024,PASS
BATCH-85820,2022-02-09,LINE-E,PROD-0148,348,297,51,Missing Part,INS-017,FAIL
BATCH-55115,2024-03-13,LINE-A,PROD-0108,203,203,0,None,INS-028,PASS
BATCH-68037,2024-05-11,LINE-B,PROD-0172,62,61,1,None,INS-015,fail
BATCH-14565,2023-05-10,LINE-E,PROD-0030,191,191,0,None,INS-020,PASS
BATCH-89946,2022-07-25,LINE-C,PROD-0187,153,152,1,,INS-015,PASS
BATCH-25440,2024-07-08,LINE-E,PROD-0019,286,285,1,None,INS-024,PENDING
BATCH-98262,2023-04-25,LINE-C,PROD-0001,430,430,0,None,INS-028,PASS
BATCH-74992,2024-11-28,LINE-A,PROD-0033,144,135,9,Dimensional Error,INS-024,FAIL
BATCH-63865,2022-12-11,LINE-C,PROD-0043,386,384,2,None,INS-026,PASS
BATCH-29296,2023-12-28,LINE-B,PROD-0151,169,167,2,,INS-015,PASS
BATCH-73684,2023-11-02,LINE-B,PROD-0110,134,122,12,Wrong Label,INS-026,FAIL
BATCH-56729,2023-02-05,LINE-D,PROD-0078,180,179,1,None,INS-016,PASS
BATCH-48021,2024-04-16,LINE-E,PROD-0009,368,368,0,None,INS-019,PASS
BATCH-22635,2023-01-16,LINE-D,PROD-0062,346,346,0,,INS-030,PASS
BATCH-52965,2022-02-09,LINE-A,PROD-0088,466,464,2,None,INS-017,PASS
BATCH-25115,2023-03-28,LINE-B,PROD-0006,75,75,0,,INS-007,PASS
BATCH-73039,2024-02-26,LINE-D,PROD-0133,84,83,1,,INS-002,PASS
BATCH-53564,2022-09-04,LINE-B,PROD-0028,139,139,0,None,INS-027,PASS
BATCH-65141,2023-03-23,LINE-A,PROD-0098,328,326,2,,INS-001,PASS
BATCH-86383,2022-10-11,LINE-A,PROD-0140,154,152,2,None,INS-001,PASS
BATCH-23009,2024-08-31,LINE-D,PROD-0035,392,333,59,Dimensional Error,INS-016,FAIL
BATCH-28493,2024-03-08,LINE-A,PROD-0023,70,64,6,Colour Deviation,INS-016,FAIL
BATCH-77654,2022-03-27,LINE-A,PROD-0010,109,109,0,None,INS-026,PASS
BATCH-81349,2024-01-11,LINE-A,PROD-0116,466,465,1,,INS-029,PASS
BATCH-78919,2022-08-30,LINE-C,PROD-0001,152,150,2,,INS-030,PASS
BATCH-76295,2023-11-21,LINE-C,PROD-0194,241,230,11,Contamination,INS-024,FAIL
BATCH-63484,2022-07-21,LINE-D,PROD-0149,208,208,0,,INS-008,PASS
BATCH-29165,2023-11-12,LINE-B,PROD-0182,105,103,2,None,INS-021,PASS
BATCH-77451,2022-03-25,LINE-D,PROD-0164,449,449,0,None,INS-019,PASS
BATCH-20137,2023-09-30,LINE-B,PROD-0035,287,286,1,None,INS-027,PASS
BATCH-83710,2024-10-14,LINE-C,PROD-0168,71,71,0,,INS-030,PASS
BATCH-92285,2024-12-09,LINE-D,PROD-0074,432,430,2,,INS-021,PASS
BATCH-60513,2024-01-21,LINE-E,PROD-0136,152,145,7,Dimensional Error,INS-023,FAIL
BATCH-91679,2022-08-21,LINE-C,PROD-0038,140,138,2,None,INS-017,PASS
BATCH-40922,2024-11-26,LINE-A,PROD-0055,179,178,1,None,INS-007,PASS
BATCH-96665,2022-02-16,LINE-A,PROD-0115,274,269,5,Wrong Label,INS-019,FAIL
BATCH-35856,2024-05-15,LINE-D,PROD-0110,307,306,1,,INS-021,PASS
BATCH-41095,2023-10-19,LINE-B,PROD-0040,361,359,2,None,INS-029,PASS
BATCH-25436,2022-02-09,LINE-E,PROD-0181,141,141,0,None,INS-007,PASS
BATCH-90265,2024-12-14,LINE-A,PROD-0025,280,280,0,,INS-014,PASS
BATCH-93328,2024-03-02,LINE-D,PROD-0064,109,107,2,None,INS-030,PASS
BATCH-16779,2023-06-23,LINE-C,PROD-0172,169,168,1,None,INS-013,pass
BATCH-91201,2023-09-27,LINE-D,PROD-0022,228,228,0,None,INS-029,PASS
BATCH-74635,2024-03-25,LINE-C,PROD-0017,304,304,0,None,INS-007,PASS
BATCH-63036,2024-12-25,LINE-C,PROD-0142,286,286,0,,INS-004,PASS
BATCH-69589,2023-08-20,LINE-D,PROD-0058,152,152,0,None,INS-017,PASS
BATCH-88314,2023-09-28,LINE-E,PROD-0105,200,200,763,None,INS-005,PASS
BATCH-63040,2024-11-18,LINE-E,PROD-0189,387,387,0,,INS-012,PASS
BATCH-30562,2022-12-19,LINE-D,PROD-0072,302,302,0,,INS-002,PASS
BATCH-84543,2022-06-13,LINE-A,PROD-0052,311,311,0,,INS-027,PASS
BATCH-26348,2022-10-19,LINE-D,PROD-0171,261,259,2,None,INS-027,PASS
BATCH-92767,2022-01-24,LINE-E,PROD-0171,203,177,26,Crack,INS-009,FAIL
BATCH-54813,2022-05-19,LINE-B,PROD-0117,176,176,0,None,INS-028,PASS
BATCH-81701,2022-03-10,LINE-B,PROD-0182,57,46,11,Crack,INS-028,FAIL
BATCH-46055,2024-09-26,LINE-C,PROD-0180,332,332,0,,INS-002,pass
BATCH-80943,2023-07-27,LINE-B,PROD-0124,449,448,1,None,INS-012,PASS
BATCH-48406,2023-05-24,LINE-A,PROD-0048,245,245,0,,INS-021,PASS
BATCH-77147,2023-12-07,LINE-A,PROD-0099,427,427,0,None,INS-022,PASS
BATCH-57135,2023-05-20,LINE-B,PROD-0139,71,69,2,None,INS-006,PASS
BATCH-29205,2022-02-28,LINE-C,PROD-0072,172,172,0,None,INS-003,PASS
BATCH-41238,2023-09-02,LINE-C,PROD-0070,53,53,0,None,INS-007,PASS
BATCH-52432,2023-08-09,LINE-D,PROD-0015,118,117,1,None,INS-008,PASS
BATCH-17973,2022-03-15,LINE-B,PROD-0089,256,219,37,Colour Deviation,INS-010,FAIL
BATCH-60086,2022-01-15,LINE-E,PROD-0154,64,62,2,Crack,INS-001,FAIL
BATCH-62204,2023-05-29,LINE-E,PROD-0106,243,243,0,None,INS-008,PASS
BATCH-51974,2024-01-30,LINE-B,PROD-0171,436,407,29,Contamination,INS-025,FAIL
BATCH-80299,2022-02-20,LINE-C,PROD-0167,55,55,0,,INS-010,PASS
BATCH-90384,2022-07-02,LINE-C,PROD-0051,156,155,1,Missing Part,INS-029,FAIL
BATCH-87716,2023-10-30,LINE-D,PROD-0196,370,315,55,Colour Deviation,INS-010,FAIL
BATCH-53019,2022-10-20,LINE-E,PROD-0156,85,85,0,,INS-027,PASS
BATCH-21595,2024-11-10,LINE-A,PROD-0104,490,490,0,,INS-006,PASS
BATCH-64656,2024-07-13,LINE-D,PROD-0099,415,413,2,None,INS-018,PASS
BATCH-13759,2022-01-25,LINE-C,PROD-0098,248,217,31,Surface Scratch,INS-029,FAIL
BATCH-67466,2024-12-31,LINE-D,PROD-0005,58,57,1,,INS-028,PASS
BATCH-77985,2024-01-03,LINE-A,PROD-0065,411,411,0,None,INS-025,PASS
BATCH-76920,2023-08-15,LINE-E,PROD-0160,297,296,1,None,INS-023,PASS
BATCH-64800,2023-05-04,LINE-B,PROD-0167,104,104,0,None,INS-027,PASS
BATCH-64149,2024-05-17,LINE-B,PROD-0186,429,429,0,None,INS-018,PASS
BATCH-41944,2023-06-15,LINE-B,PROD-0077,350,350,0,None,INS-019,PASS
BATCH-78344,2023-06-16,LINE-B,PROD-0096,452,452,0,None,INS-010,PASS
BATCH-46097,2022-04-22,LINE-C,PROD-0177,280,278,2,None,INS-024,PASS
BATCH-77858,2024-07-03,LINE-E,PROD-0064,487,485,2,,INS-011,PASS
BATCH-70612,2024-06-29,LINE-D,PROD-0074,90,73,17,Dimensional Error,INS-013,FAIL
BATCH-68249,2024-06-28,LINE-C,PROD-0089,232,232,0,,INS-025,PASS
BATCH-43408,2023-08-06,LINE-E,PROD-0038,413,411,2,None,INS-001,PASS
BATCH-56216,2022-11-16,LINE-B,PROD-0181,264,262,2,None,INS-024,PASS
BATCH-27257,2023-06-30,LINE-C,PROD-0057,263,261,2,,INS-015,PASS
BATCH-18265,2022-05-23,LINE-A,PROD-0055,107,107,0,None,INS-018,PASS
BATCH-43072,2023-03-06,LINE-B,PROD-0009,196,194,2,None,INS-024,PASS
BATCH-93277,2022-07-29,LINE-B,PROD-0154,88,87,1,,INS-026,PASS
BATCH-28555,2024-08-17,LINE-A,PROD-0144,336,335,1,,INS-022,PASS
BATCH-49166,2023-04-17,LINE-A,PROD-0011,385,384,1,None,INS-003,PASS
BATCH-15811,2023-03-01,LINE-C,PROD-0058,238,238,0,,INS-006,PASS
BATCH-15015,2024-07-09,LINE-D,PROD-0031,288,288,0,,INS-027,PASS
BATCH-68499,2024-05-30,LINE-B,PROD-0185,416,415,1,,INS-015,PASS
BATCH-69626,2022-06-13,LINE-C,PROD-0023,489,489,0,None,INS-010,PASS
BATCH-79545,2023-12-13,LINE-D,PROD-0153,118,116,2,None,INS-008,PASS
BATCH-80573,2022-08-03,LINE-E,PROD-0061,148,148,0,None,INS-006,PASS
BATCH-83991,2024-03-16,LINE-A,PROD-0142,317,317,0,None,INS-003,PASS
BATCH-50869,2022-11-03,LINE-B,PROD-0018,105,105,0,,INS-016,PASS
BATCH-13873,2022-05-03,LINE-D,PROD-0038,483,482,1,,INS-010,PASS
BATCH-69733,2024-02-10,LINE-D,PROD-0004,464,463,1,,INS-025,PASS
BATCH-72004,2022-02-10,LINE-B,PROD-0095,484,484,0,None,INS-015,PASS
BATCH-58648,2024-08-12,LINE-A,PROD-0142,136,134,2,,INS-003,PASS
BATCH-26328,2023-03-04,LINE-C,PROD-0009,210,210,0,None,INS-010,PASS
BATCH-39422,2024-09-19,LINE-A,PROD-0190,68,68,0,None,INS-024,PASS
BATCH-26447,2024-05-30,LINE-B,PROD-0199,197,196,1,None,INS-018,PASS
BATCH-29274,2022-06-02,LINE-D,PROD-0085,467,466,1,None,INS-002,pass
BATCH-47338,2023-11-12,LINE-E,PROD-0096,372,370,2,None,INS-001,PASS
BATCH-88678,2023-02-25,LINE-E,PROD-0030,449,392,57,Wrong Label,INS-009,FAIL
BATCH-56986,2023-02-15,LINE-A,PROD-0093,86,86,0,None,INS-003,PASS
BATCH-63801,2022-05-04,LINE-C,PROD-0167,481,442,39,Crack,INS-014,FAIL
BATCH-41631,2024-04-24,LINE-B,PROD-0054,120,118,2,,INS-024,PASS
BATCH-43099,2022-10-11,LINE-E,PROD-0074,440,440,0,None,INS-030,PASS
BATCH-94228,2023-07-17,LINE-E,PROD-0044,219,219,0,None,INS-010,PASS
BATCH-95503,2023-07-18,LINE-E,PROD-0062,472,471,1,None,INS-002,PASS
BATCH-37929,2022-08-11,LINE-B,PROD-0056,206,206,0,,INS-002,PASS
BATCH-31717,2024-12-03,LINE-E,PROD-0129,355,355,0,None,INS-018,PASS
BATCH-28732,2024-08-09,LINE-A,PROD-0061,299,299,0,None,INS-017,PASS
BATCH-36570,2024-05-12,LINE-A,PROD-0011,454,454,0,None,INS-005,PASS
BATCH-58882,2022-12-07,LINE-D,PROD-0031,133,133,0,None,INS-005,PASS
BATCH-81283,2024-11-25,LINE-A,PROD-0069,56,55,1,None,INS-004,PASS
BATCH-53685,2023-08-07,LINE-A,PROD-0002,422,377,45,Surface Scratch,INS-029,pass
BATCH-14504,2023-07-09,LINE-A,PROD-0187,293,293,1890,None,INS-022,PASS
BATCH-97268,2023-06-14,LINE-B,PROD-0174,453,453,0,,INS-011,PASS
BATCH-82617,2022-05-28,LINE-D,PROD-0015,307,306,1,None,INS-029,PASS
BATCH-36755,2023-10-19,LINE-A,PROD-0054,97,95,2,None,INS-005,PASS
BATCH-32135,2023-01-19,LINE-A,PROD-0139,264,264,0,,INS-029,PASS
BATCH-75909,2024-09-26,LINE-D,PROD-0194,123,121,2,,INS-012,PASS
BATCH-97570,2022-03-14,LINE-B,PROD-0096,84,78,6,Crack,INS-018,FAIL
BATCH-16259,2024-09-06,LINE-C,PROD-0155,189,189,0,,INS-008,pass
BATCH-77671,2023-07-21,LINE-A,PROD-0092,292,292,0,,INS-003,PASS
BATCH-54898,2023-09-02,LINE-B,PROD-0155,142,142,0,None,INS-005,PASS
BATCH-57565,2023-07-25,LINE-A,PROD-0196,253,253,0,None,INS-021,PASS
BATCH-91557,2024-10-15,LINE-C,PROD-0014,113,113,0,None,INS-001,PASS
BATCH-32329,2024-09-01,LINE-C,PROD-0138,483,476,7,Dimensional Error,INS-029,FAIL
BATCH-65263,2022-02-10,LINE-A,PROD-0167,330,330,0,None,INS-015,PASS
BATCH-96061,2024-06-08,LINE-A,PROD-0066,93,93,0,,INS-014,PASS
BATCH-40117,2022-02-09,LINE-E,PROD-0107,334,287,47,Contamination,INS-001,FAIL
BATCH-18241,2023-03-29,LINE-E,PROD-0147,215,213,2,,INS-023,PASS
BATCH-82263,2024-04-15,LINE-D,PROD-0023,296,296,0,None,INS-030,PASS
BATCH-48833,2022-04-16,LINE-D,PROD-0028,197,193,4,Wrong Label,INS-013,FAIL
BATCH-80852,2022-02-27,LINE-C,PROD-0175,71,71,0,None,INS-012,PASS
BATCH-86008,2022-06-17,LINE-C,PROD-0036,143,143,0,,INS-002,PASS
BATCH-66259,2023-06-16,LINE-D,PROD-0054,455,455,0,,INS-027,PASS
BATCH-16516,2022-01-26,LINE-B,PROD-0127,164,164,0,None,INS-015,fail
BATCH-60733,2024-04-12,LINE-B,PROD-0094,74,73,1,None,INS-002,PASS
BATCH-12558,2023-07-25,LINE-C,PROD-0077,136,135,1,,INS-030,PASS
BATCH-68381,2024-12-25,LINE-D,PROD-0112,455,366,89,Wrong Label,INS-014,FAIL
BATCH-30824,2024-08-03,LINE-D,PROD-0193,266,265,1,None,INS-016,PASS
BATCH-27829,2022-02-27,LINE-D,PROD-0129,488,488,0,None,INS-013,PASS
BATCH-47768,2024-03-23,LINE-D,PROD-0099,52,52,0,None,INS-021,PASS
BATCH-59040,2023-03-04,LINE-A,PROD-0008,463,463,0,None,INS-013,PASS
BATCH-53486,2023-09-18,LINE-D,PROD-0043,213,213,0,,INS-019,PASS
BATCH-18119,2022-01-29,LINE-E,PROD-0113,218,218,0,None,INS-014,pass
BATCH-23552,2022-12-06,LINE-D,PROD-0191,314,313,1,None,INS-023,PASS
BATCH-10113,2023-02-28,LINE-E,PROD-0035,415,414,1,,INS-023,PASS
BATCH-56141,2023-03-26,LINE-B,PROD-0150,422,422,0,None,INS-006,PASS
BATCH-97425,2022-09-09,LINE-A,PROD-0172,372,349,23,Surface Scratch,INS-012,pass
BATCH-52976,2023-12-06,LINE-E,PROD-0197,499,499,0,None,INS-008,PASS
BATCH-52297,2023-10-02,LINE-E,PROD-0162,165,165,0,,INS-024,PASS
BATCH-52743,2022-09-17,LINE-B,PROD-0102,394,316,78,Wrong Label,INS-025,FAIL
BATCH-99681,2023-10-22,LINE-D,PROD-0123,482,481,1,None,INS-016,PASS
BATCH-87102,2022-09-07,LINE-E,PROD-0010,375,375,0,None,INS-028,PASS
BATCH-46074,2023-08-25,LINE-D,PROD-0049,137,125,12,Surface Scratch,INS-017,FAIL
BATCH-92517,2024-10-21,LINE-A,PROD-0184,500,498,2,None,INS-008,PASS
BATCH-99796,2022-11-05,LINE-A,PROD-0028,395,395,0,,INS-030,PASS
BATCH-91569,2024-04-20,LINE-C,PROD-0055,421,419,2,None,INS-019,PASS
BATCH-35369,2024-04-05,LINE-E,PROD-0197,417,415,2,None,INS-015,PASS
BATCH-34279,2022-01-22,LINE-A,PROD-0073,248,248,0,,INS-007,PASS
BATCH-85280,2024-07-20,LINE-D,PROD-0001,403,403,0,,INS-006,PASS
BATCH-68626,2023-08-26,LINE-C,PROD-0071,122,120,2,None,INS-007,PASS
BATCH-67204,2024-01-15,LINE-A,PROD-0158,397,397,0,None,INS-002,PASS
BATCH-29242,2023-07-22,LINE-B,PROD-0074,134,134,0,None,INS-018,PASS
BATCH-68485,2024-08-30,LINE-E,PROD-0115,269,269,0,,INS-002,PASS
BATCH-20813,2024-05-16,LINE-A,PROD-0004,446,446,0,,INS-004,PASS
BATCH-93983,2024-01-06,LINE-D,PROD-0135,221,221,0,,INS-005,PASS
BATCH-71703,2022-08-20,LINE-D,PROD-0191,130,128,2,None,INS-021,PASS
BATCH-24660,2023-11-29,LINE-C,PROD-0033,178,177,1,,INS-006,PASS
BATCH-12473,2023-10-21,LINE-D,PROD-0031,338,338,0,,INS-027,PASS
BATCH-37436,2022-09-30,LINE-A,PROD-0016,402,402,0,None,INS-022,PASS
BATCH-74572,2024-08-21,LINE-C,PROD-0043,383,383,0,None,INS-018,PASS
BATCH-36054,2024-12-16,LINE-A,PROD-0192,369,327,42,Surface Scratch,INS-012,FAIL
BATCH-12271,2022-07-27,LINE-D,PROD-0005,332,332,0,,INS-022,PASS
BATCH-75999,2023-08-09,LINE-D,PROD-0191,461,416,45,Crack,INS-005,FAIL
BATCH-38377,2022-07-01,LINE-E,PROD-0153,134,134,0,,INS-002,PASS
BATCH-41345,2024-03-09,LINE-B,PROD-0128,217,190,27,Wrong Label,INS-005,FAIL
BATCH-39650,2022-01-28,LINE-B,PROD-0128,496,496,0,,INS-009,pass
BATCH-10717,2022-02-25,LINE-A,PROD-0110,162,162,0,None,INS-021,PASS
BATCH-44220,2023-02-18,LINE-A,PROD-0025,481,474,7,Surface Scratch,INS-014,FAIL
BATCH-86712,2022-01-05,LINE-A,PROD-0063,165,165,0,None,INS-027,PASS
BATCH-99717,2022-09-24,LINE-A,PROD-0017,421,421,0,None,INS-006,fail
BATCH-99417,2024-01-12,LINE-C,PROD-0160,228,198,30,Colour Deviation,INS-007,PENDING
BATCH-84138,2024-04-30,LINE-B,PROD-0036,92,91,1,,INS-012,PASS
BATCH-91935,2022-01-01,LINE-B,PROD-0042,299,299,0,,INS-022,PASS
BATCH-73819,2023-10-02,LINE-E,PROD-0135,87,86,1,,INS-012,PASS
BATCH-56156,2024-01-15,LINE-A,PROD-0005,213,213,0,None,INS-002,PASS
BATCH-32037,2024-10-28,LINE-B,PROD-0118,131,129,2,None,INS-011,PASS
BATCH-76431,2022-02-07,LINE-E,PROD-0130,374,362,12,Contamination,INS-012,FAIL
BATCH-81696,2023-10-11,LINE-B,PROD-0179,495,495,0,None,INS-029,PASS
BATCH-28883,2024-05-02,LINE-E,PROD-0138,302,302,0,None,INS-011,PASS
BATCH-76090,2022-05-30,LINE-C,PROD-0155,166,166,0,None,INS-018,PASS
BATCH-33351,2022-02-22,LINE-C,PROD-0102,398,397,1,,INS-030,PASS
BATCH-84332,2024-03-18,LINE-B,PROD-0088,184,182,2,,INS-002,PASS
BATCH-63007,2024-03-04,LINE-A,PROD-0140,497,495,2,,INS-011,PASS
BATCH-14888,2023-02-05,LINE-E,PROD-0175,479,434,45,Wrong Label,INS-011,FAIL
BATCH-26397,2023-03-18,LINE-D,PROD-0035,357,357,0,None,INS-004,PASS
BATCH-63121,2023-02-22,LINE-B,PROD-0140,480,397,83,Wrong Label,INS-010,FAIL
BATCH-22430,2024-06-27,LINE-E,PROD-0102,399,388,11,Surface Scratch,INS-015,FAIL
BATCH-90075,2024-06-06,LINE-C,PROD-0046,437,437,0,,INS-008,PASS
BATCH-53591,2024-05-03,LINE-C,PROD-0060,94,93,1,None,INS-023,PASS
BATCH-67994,2024-05-08,LINE-B,PROD-0039,308,307,1,,INS-009,PASS
